[0. 0. 0.], [30.85726833343506]
[ 2.000e-02 -1.000e-02  5.499e+01], [31.454877376556396]
[ 1.0e-02 -1.0e-02  5.5e+01], [31.53899836540222]
[ 1.0e-02 -1.0e-02  5.5e+01], [31.622588634490967]
[4.000e-02 5.000e-02 5.503e+01], [31.70663094520569]
[ 0.19 -0.23 55.11], [31.791385889053345]
[ 0.24  0.18 55.11], [31.875454425811768]
[2.400e-01 5.000e-02 5.509e+01], [31.95972180366516]
[ 0.34  0.07 55.11], [32.04338264465332]
[ 3.100e-01 -1.000e-02  5.506e+01], [32.12739706039429]
[3.300e-01 2.000e-02 5.508e+01], [32.21156358718872]
[ 0.37  0.06 55.08], [32.294217586517334]
[ 0.41  0.06 55.1 ], [32.37822675704956]
[4.700e-01 5.000e-02 5.511e+01], [32.46315908432007]
[5.700e-01 3.000e-02 5.515e+01], [32.54772400856018]
[ 0.65 -0.06 55.15], [32.63147187232971]
[ 6.900e-01 -1.000e-02  5.516e+01], [32.71595048904419]
[ 0.95  0.   55.22], [32.79890441894531]
[ 0.99 -0.06 55.2 ], [32.88280248641968]
[ 0.98 -0.07 55.23], [32.967257022857666]
[ 1.16 -0.12 55.23], [33.05286431312561]
[ 1.29e+00 -2.00e-02  5.53e+01], [33.1362886428833]
[1.31e+00 1.00e-02 5.53e+01], [33.22049832344055]
[1.470e+00 5.000e-02 5.533e+01], [33.304694414138794]
[ 1.7   0.11 55.39], [33.38845634460449]
[1.740e+00 5.000e-02 5.541e+01], [33.47288775444031]
[1.750e+00 4.000e-02 5.536e+01], [33.55826234817505]
[ 1.81  0.   55.37], [33.64216923713684]
[1.910e+00 1.000e-02 5.537e+01], [33.72627782821655]
[1.970e+00 1.000e-02 5.537e+01], [33.809648513793945]
[ 2.18  0.12 55.39], [33.89303660392761]
[2.310e+00 3.000e-02 5.542e+01], [33.9771192073822]
[ 2.49  0.08 55.52], [34.06231689453125]
[2.630e+00 1.000e-02 5.557e+01], [34.14529800415039]
[2.81e+00 2.00e-02 5.55e+01], [34.2289092540741]
[ 2.78  0.09 55.53], [34.31281638145447]
[ 2.890e+00 -4.000e-02  5.543e+01], [34.396931409835815]
[ 3.27  0.07 55.54], [34.4804253578186]
[3.350e+00 5.000e-02 5.559e+01], [34.56388735771179]
[3.500e+00 2.000e-02 5.556e+01], [34.64841556549072]
[ 3.67  0.1  55.6 ], [34.733269691467285]
[ 4.08 -0.12 55.55], [34.81719636917114]
[ 4.32  0.11 55.55], [34.901320695877075]
[ 4.590e+00 -3.000e-02  5.564e+01], [34.98477363586426]
[ 4.910e+00 -3.000e-02  5.561e+01], [35.06882405281067]
[ 5.    0.06 55.65], [35.15287184715271]
[5.130e+00 5.000e-02 5.584e+01], [35.236899852752686]
[5.480e+00 5.000e-02 5.558e+01], [35.320677757263184]
[ 5.61  0.11 55.71], [35.40413045883179]
[ 5.67  0.13 55.73], [35.48754858970642]
[ 5.98  0.19 55.65], [35.571319341659546]
[6.080e+00 5.000e-02 5.566e+01], [35.65512466430664]
[ 6.29  0.14 55.72], [35.74003028869629]
[ 6.46 -0.18 55.45], [35.823015213012695]
[ 6.98  0.15 55.65], [35.90767812728882]
[7.030e+00 1.000e-02 5.556e+01], [35.99197292327881]
[ 7.09  0.16 55.64], [36.07623863220215]
[ 7.090e+00 -4.000e-02  5.522e+01], [36.1608247756958]
[ 7.58  0.08 55.44], [36.245365619659424]
[7.610e+00 5.000e-02 5.567e+01], [36.330039739608765]
[ 7.98 -0.21 55.42], [36.41328549385071]
[ 8.03 -0.09 55.55], [36.497642993927]
[ 8.34 -0.1  55.67], [36.58159923553467]
[ 8.41  0.   55.57], [36.66536831855774]
[ 8.48  0.15 55.57], [36.750208377838135]
[ 8.53  0.19 55.6 ], [36.83417844772339]
[ 8.59  0.23 55.38], [36.918320417404175]
[8.910e+00 2.000e-02 5.558e+01], [37.00298833847046]
[9.02e+00 2.00e-02 5.55e+01], [37.087329387664795]
[ 9.11  0.   55.54], [37.17148566246033]
[ 9.42 -0.08 55.76], [37.25641751289368]
[9.590e+00 1.000e-02 5.534e+01], [37.341139793395996]
[9.810e+00 5.000e-02 5.546e+01], [37.4259295463562]
[ 9.89  0.09 55.4 ], [37.510648250579834]
[10.05  0.09 55.32], [37.600133419036865]
[10.4  -0.09 55.26], [37.6897292137146]
[1.054e+01 4.000e-02 5.543e+01], [37.780476331710815]
[1.067e+01 3.000e-02 5.523e+01], [37.864869117736816]
[10.65  0.15 55.41], [37.949140548706055]
[10.92  0.09 55.41], [38.03699231147766]
[10.64  0.26 55.23], [38.12179207801819]
[10.51  0.4  55.23], [38.20710730552673]
